================================ Starting Log =================================
Current Time: 2015-10-18 0:0:1.400
Time (ms), Scaled. Acc x (mg), Scaled. Acc y (mg), Scaled. Acc z (mg), Gyr (DPS) x, Gyr (DPS) y, Gyr (DPS) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, Pressure (hPa), Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux ModeN, E, D, u, v, w, q1, q2, q3, q4, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg), 
35721, -00006.84, -00028.81,  01022.95,  00000.15,  00000.16, -00001.15, -00000.60, -00016.20,  00064.35,  00024.63, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35759,  00002.93, -00028.32,  01009.77, -00002.16, -00000.15,  00000.79,  00000.60, -00016.65,  00062.70,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35792,  00012.21, -00002.93,  01003.91,  00001.88,  00002.59, -00002.79,  00000.00, -00016.50,  00063.00,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 91.80, 96.30, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
35838,  00012.21, -00010.25,  01016.11, -00002.27,  00001.69,  00000.24, -00000.75, -00016.05,  00063.30,  00024.48, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35872,  00009.28, -00018.07,  01017.58, -00003.21,  00003.65,  00000.13,  00000.00, -00016.50,  00062.25,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35912, -00004.39, -00031.25,  01011.23, -00000.32,  00000.74, -00000.04, -00001.80, -00016.20,  00061.20,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35958,  00012.21, -00032.23,  01018.07,  00000.50,  00003.17,  00001.73, -00000.60, -00016.95,  00062.70,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
35992, -00003.42, -00027.83,  01008.79,  00000.54,  00002.24,  00001.20, -00000.60, -00016.65,  00063.15,  00024.63, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36038, -00009.28, -00027.83,  01019.04,  00000.72,  00003.14, -00001.27,  00000.15, -00015.45,  00063.15,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 1.80, 90.00, 94.50, 91.80, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 1.80, 90.00, 94.50, 91.80
36072, -00014.16, -00044.43,  01013.18, -00001.61,  00001.30,  00000.11,  00000.90, -00015.90,  00063.45,  00024.72, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36112, -00015.14, -00022.46,  01018.07,  00003.37,  00001.24,  00003.77,  00000.30, -00016.50,  00063.30,  00024.53, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36158,  00019.04, -00018.55,  01015.62,  00000.87, -00000.01,  00002.55, -00000.30, -00016.50,  00063.75,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.90, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 94.50, 90.00
36192, -00000.49, -00016.11,  01016.60, -00000.18,  00006.13,  00001.48,  00000.30, -00016.05,  00064.50,  00024.20, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36238,  00001.95, -00025.88,  01012.21, -00000.92,  00001.36, -00001.34, -00000.30, -00016.05,  00062.55,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36272,  00005.86, -00044.92,  01013.67, -00002.66,  00006.89, -00001.55,  00001.35, -00016.65,  00063.15,  00024.48, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36312, -00020.51, -00036.62,  01007.32,  00003.23, -00000.47, -00003.35, -00000.75, -00016.80,  00062.55,  00024.34, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36359,  00002.93, -00022.95,  001000.00, -00000.21,  00001.86,  00001.05,  00001.80, -00015.15,  00062.70,  00024.72, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36392, -00001.95, -00012.21,  01018.55,  00000.21, -00000.05,  00001.28,  00000.60, -00016.95,  00063.90,  00024.72, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
36439,  00012.70, -00012.21,  01014.16, -00003.14,  00002.21,  00002.63,  00000.00, -00016.80,  00064.05,  00024.68, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
