================================ Starting Log Protobuf =================================
Current Time: 0-0-0 0:0:0
Time (ms), Acc x (m/s^2), Acc y (m/s^2), Acc z (m/s^2), Gyr (rad/s) x, Gyr (rad/s) y, Gyr (rad/s) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, rawGyr (deg/s) x, rawGyr (deg/s) y, rawGyr (deg/s) z, rawMag (uT) x, rawMag (uT) y, rawMag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, N_GPS, E_GPS, D_GPS, Pressure (hPa), Alt_baro, Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux Mode, N_est, E_est, D_est, u_est, v_est, w_est, q1_est, q2_est, q3_est, q4_est, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg)
11331, 0.0622705, 0.1772315, -9.8531103, 0.0033974, 0.0199847, -0.0057956, -15.0000019, -4.5000019, 43.7249985, 0.2671756, 0.4961832, 0.6717557, -29.5500011, -24.3000011, 53.4000015, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11343, 0.0191602, 0.3065625, -9.9489117, 0.0295107, -0.0263798, -0.0001998, -14.1000023, -3.6000023, 42.5250015, 1.7633588, 3.1526718, 0.3511450, -28.6500015, -23.4000015, 52.2000008, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, -0.0582358, 0.0008318, -0.0672400, 0.9960354, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11356, 0.0095801, 0.2299219, -9.9105911, 0.0099257, -0.0355727, 0.0183193, -14.1000023, -3.6000023, 42.5250015, 0.6412213, 3.6793892, -0.7099237, -28.6500015, -23.4000015, 52.2000008, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, -0.0559128, 0.0004983, -0.0678993, 0.9961241, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11403, -0.1389111, 0.2299219, -9.8052101, -0.0201845, -0.0057289, -0.0381708, -14.1000023, -3.9000015, 42.5250015, -1.0839695, 1.9694656, 2.5267177, -28.6500015, -23.7000008, 52.2000008, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, -0.0566526, -0.0045347, -0.0708419, 0.9958672, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11424, -0.0335303, 0.1293311, -9.5417576, 0.0047297, -0.0047963, -0.0071279, -13.8000011, -4.2000008, 42.2249985, 0.3435115, 1.9160305, 0.7480916, -28.3500004, -24.0000000, 51.9000015, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, -0.0545203, -0.0015405, -0.0712425, 0.9959667, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11436, -0.0910107, 0.2395020, -9.7668896, -0.0247144, -0.0334410, -0.0496286, -13.6500015, -4.6500015, 43.2750015, -1.3435115, 3.5572519, 3.1832061, -28.2000008, -24.4500008, 52.9500008, 21.6773930, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1965332, 0.0094912, 0, 0, 0, 0, 0, 0, -0.0596554, -0.0044325, -0.0715185, 0.9956439, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11453, 0.0143701, 0.2921924, -9.7908401, 0.0228492, -0.0031975, -0.0068614, -12.6000023, -3.4500008, 42.9749985, 1.3816794, 1.8244275, 0.7328244, -27.1500015, -23.2500000, 52.6500015, 21.7002010, 42.3680191, -71.0690460, 68.1620026, 5.8610001, 6.0176091, 0.00, 3.00, 0.0000000, 0.0000000, 0.0000000, 1018.1994019, 0.0329694, 0, 0, 0, 0, 0, 0, -0.0582012, -0.0025544, -0.0619208, 0.9963794, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11526, -0.0047900, 0.2538721, -9.7764702, -0.0216501, -0.0462312, -0.0097925, -12.6000023, -3.4500008, 42.9749985, -1.1679389, 4.2900763, 0.9007633, -27.1500015, -23.2500000, 52.6500015, 21.7002010, 42.3680305, -71.0690536, 70.6840057, 6.0910001, 6.0236292, 0.00, 3.00, 0.0000000, 1.5613484, -2.2556632, 1018.1994019, 0.0329694, 0, 0, 0, 0, 0, 0, -0.0570418, -0.0032857, -0.0625625, 0.9964042, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11542, -0.0239502, 0.1197510, -9.8962212, 0.0027312, 0.0019985, -0.0176531, -14.1000023, -3.9000015, 42.0750046, 0.2290076, 1.5267175, 1.3511450, -28.6500015, -23.7000008, 51.7500038, 21.7002010, 42.3680305, -71.0690536, 70.6840057, 6.0910001, 6.0236292, 0.00, 3.00, 0.0000000, 1.5613484, -2.2556632, 1018.1994019, 0.0329694, 0, 0, 0, 0, 0, 0, -0.0528761, -0.0004983, -0.0708836, 0.9960820, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
11555, 0.1149609, 0.1628613, -9.8626909, -0.0165873, 0.0321087, -0.0083270, -14.8500023, -4.3500023, 40.8750000, -0.8778626, -0.1984733, 0.8167939, -29.4000015, -24.1500015, 50.5500031, 21.7002010, 42.3680305, -71.0690536, 70.6840057, 6.0910001, 6.0236292, 0.00, 3.00, 0.0000000, 1.5613484, -2.2556632, 1018.1994019, 0.0329694, 0, 0, 0, 0, 0, 0, -0.0547352, 0.0065132, -0.0731801, 0.9957942, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
