================================ Starting Log =================================
Current Time: 2015-10-18 0:0:1.400
Time (ms), Scaled. Acc x (mg), Scaled. Acc y (mg), Scaled. Acc z (mg), Gyr (DPS) x, Gyr (DPS) y, Gyr (DPS) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, Pressure (hPa), Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux ModeN, E, D, u, v, w, q1, q2, q3, q4, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg), 
40779, -00008.30,  00021.48,  01012.70,  00000.85,  00003.34, -00000.87,  00002.40, -00011.25,  00056.55,  00024.48, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
40811, -00010.25,  00022.95,  01017.09,  00001.02,  00002.63,  00001.48,  00002.55, -00012.15,  00056.70,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.90, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 94.50, 90.00
40857, -00012.21,  00029.30,  01025.88,  00000.53,  00000.51,  00000.83,  00003.30, -00011.70,  00057.00,  00024.20, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.90, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 94.50, 90.00
40891, -00009.28,  00032.23,  01012.70,  00001.89,  00002.73, -00000.53,  00002.40, -00013.05,  00057.60,  00024.34, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
40937,  00001.46,  00009.28,  01024.90, -00000.47,  00000.24, -00000.67,  00003.90, -00012.00,  00056.10,  00024.20, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
40971, -00013.67,  00024.41,  01015.14, -00000.52,  00001.29,  00001.30,  00003.30, -00012.15,  00055.95,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
41011, -00007.32,  00029.79,  01024.41, -00000.02,  00000.53, -00001.92,  00002.55, -00011.70,  00057.00,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
41051,  00007.81,  00013.67,  01002.44,  00000.94,  00000.85, -00000.52,  00002.10, -00010.95,  00056.70,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
41091, -00010.74,  00032.23,  01019.04,  00000.20,  00000.31,  00001.14,  00003.00, -00012.45,  00056.25,  00024.39, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 88.20, 88.20, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 88.20, 88.20, 90.00
41138,  00001.46,  00011.23,  01017.09, -00002.08, -00001.69,  00002.40,  00002.40, -00010.50,  00055.80,  00024.29, 0, 0, 0, 0, 0, 99.99, 0, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
