================================ Starting Log Protobuf =================================
Current Time: 0-0-0 0:0:0
Time (ms), Acc x (m/s^2), Acc y (m/s^2), Acc z (m/s^2), Gyr (rad/s) x, Gyr (rad/s) y, Gyr (rad/s) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, rawGyr (deg/s) x, rawGyr (deg/s) y, rawGyr (deg/s) z, rawMag (uT) x, rawMag (uT) y, rawMag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, N_GPS, E_GPS, D_GPS, Pressure (hPa), Alt_baro, Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux Mode, N_est, E_est, D_est, u_est, v_est, w_est, q1_est, q2_est, q3_est, q4_est, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg)
4.0240002, 0.4119433, 0.3113526, -9.8674803, 0.0109916, -0.0314426, 0.0133897, -22.8000031, 2.0999985, 57.9749985, 0.7022901, 3.4427481, -0.4274809, -37.3500023, -17.7000008, 67.6500015, 9.5668793, 42.3644714, -71.0674973, -17.0910015, 0.1500000, 4.1783538, 0.00, 8.00, 0.0000000, 0.0000000, 0.0000000, 1019.9394531, -0.0064829, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.1250000, 0.3592530, 0.5316944, -9.8866405, -0.0092596, -0.0126570, -0.0224495, -22.6500015, 2.2499981, 59.0250015, -0.4580153, 2.3664122, 1.6259542, -37.2000008, -17.5500011, 68.7000046, 9.5727911, 42.3644714, -71.0675049, -17.6570015, 0.0590000, 4.1783538, 0.00, 8.00, 0.0000000, -0.0013347, -0.1805547, 1019.9401855, -0.0004987, 0, 0, 0, 0, 0, 0, -0.0588766, 0.0197251, -0.0684230, 0.9957222, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.2259998, 0.3879932, 0.3784131, -9.8531103, -0.0052626, -0.0221164, -0.0051294, -23.4000015, 2.5499992, 59.0250015, -0.2290076, 2.9083970, 0.6335878, -37.9500008, -17.2500000, 68.7000046, 9.5727911, 42.3644753, -71.0675049, -17.7720013, 0.1190000, 4.1783538, 0.00, 8.00, 0.0000000, -0.0013347, -0.1805547, 1019.9392700, -0.0079789, 0, 0, 0, 0, 0, 0, -0.0534607, 0.0219629, -0.0704679, 0.9958383, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.3270001, 0.3353028, 0.3544629, -9.7860498, -0.0059288, 0.0073277, 0.0179196, -22.8000031, 2.3999977, 59.9250031, -0.2671756, 1.2213740, -0.6870229, -37.3500023, -17.4000015, 69.6000061, 9.5640593, 42.3644753, -71.0675125, -18.3310013, 0.0670000, 4.1783538, 0.00, 8.00, 0.0000000, -0.9167089, -0.6472188, 1019.9382935, -0.0159578, 0, 0, 0, 0, 0, 0, -0.0538788, 0.0187124, -0.0685684, 0.9960147, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.4280000, 0.3592530, 0.3736231, -9.8770609, -0.0036639, 0.0055957, 0.0249809, -21.4500008, 3.2999992, 59.3249969, -0.1374046, 1.3206106, -1.0916030, -36.0000000, -16.5000000, 69.0000000, 9.5640593, 42.3644753, -71.0675201, -18.4590015, 0.0610000, 4.1783538, 0.00, 8.00, 0.0000000, -1.4060591, -1.0083283, 1019.9382935, -0.0159578, 0, 0, 0, 0, 0, 0, -0.0520270, 0.0173435, -0.0603772, 0.9966680, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.5289998, 0.4119433, 0.4263135, -9.8579006, 0.0001998, 0.0037305, 0.0164541, -23.4000015, 2.9999981, 60.5250015, 0.0839695, 1.4274809, -0.6030535, -37.9500008, -16.8000011, 70.2000046, 9.5680056, 42.3644753, -71.0675201, -18.7130013, 0.1080000, 4.1783538, 0.00, 9.00, 0.0000000, -1.4060591, -1.0083283, 1019.9387207, -0.0124671, 0, 0, 0, 0, 0, 0, -0.0547475, 0.0220299, -0.0669301, 0.9960110, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.6300001, 0.4119433, 0.2778223, -9.8435307, 0.0075276, -0.0018652, 0.0147220, -22.6500015, 2.5499992, 59.7750015, 0.5038168, 1.7480916, -0.5038168, -37.2000008, -17.2500000, 69.4500046, 9.5680056, 42.3644753, -71.0675278, -19.3250008, 0.1840000, 4.1783538, 0.00, 9.00, 0.0000000, -2.0760911, -1.2041602, 1019.9411011, 0.0069816, 0, 0, 0, 0, 0, 0, -0.0510542, 0.0208040, -0.0678920, 0.9961683, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.7309999, 0.3065625, 0.3448828, -9.8674803, -0.0125904, 0.0041302, -0.0241815, -22.8000031, 3.1499977, 58.4250031, -0.6488550, 1.4045801, 1.7251909, -37.3500023, -16.6500015, 68.1000061, 9.5584269, 42.3644753, -71.0675278, -20.1990013, 0.1080000, 4.1783538, 0.00, 9.00, 0.0000000, -2.3372190, -0.9486053, 1019.9398193, -0.0034908, 0, 0, 0, 0, 0, 0, -0.0504519, 0.0187277, -0.0681924, 0.9962196, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.8319998, 0.2969824, 0.2778223, -9.8339500, 0.0001998, -0.0151884, 0.0031309, -23.4000015, 2.2499981, 59.3249969, 0.0839695, 2.5114503, 0.1603053, -37.9500008, -17.5500011, 69.0000000, 9.5584269, 42.3644753, -71.0675354, -21.1780014, 0.0940000, 4.1783538, 0.00, 9.00, 0.0000000, -3.1708126, -1.3249921, 1019.9402466, 0.0000000, 0, 0, 0, 0, 0, 0, -0.0512780, 0.0187189, -0.0730317, 0.9958345, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.9330001, 0.4790039, 0.3496729, -9.7046194, -0.0521600, -0.0134564, -0.0184525, -23.8500023, 1.7999992, 59.0250015, -2.9160306, 2.4122138, 1.3969465, -38.4000015, -18.0000000, 68.7000046, 9.5601120, 42.3644753, -71.0675430, -21.4450016, 0.0320000, 4.1783538, 0.00, 9.00, 0.0000000, -3.7577291, -1.2499919, 1019.9404907, 0.0019947, 0, 0, 0, 0, 0, 0, -0.0548828, 0.0259563, -0.0742072, 0.9953931, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
