================================ Starting Log Version 1 =================================
Current Time: 2021-11-15 21:45:6
Time (ms), Acc x (m/s^2), Acc y (m/s^2), Acc z (m/s^2), Gyr (rad/s) x, Gyr (rad/s) y, Gyr (rad/s) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, rawGyr (deg/s) x, rawGyr (deg/s) y, rawGyr (deg/s) z, rawMag (uT) x, rawMag (uT) y, rawMag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, N_GPS, E_GPS, D_GPS, VN_GPS, VE_GPS, VD_GPS, Pressure (hPa), Alt_baro, Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux Mode, N_est, E_est, D_est, u_est, v_est, w_est, q1_est, q2_est, q3_est, q4_est, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg)
17.6790009, -2.1555176, 0.0383203, -9.7141991, 0.0101922, 0.2311562, -0.0983913, 0.9750023, -20.5499992, 45.0749969, 0.6564885, -11.6030531, 5.9770994, -17.4000015, -35.7000008, 48.0000000, 4.8178067, 42.3644485, -71.0704956, -15.4250011, 0.4330000, 3.5173647, 0.00, 10.00, -3.5587656, 1.1291522, -0.5708124, -0.3070000, -0.3050000, 0.1580000, 1005.7001343, -0.2260612, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
17.7800007, -2.8692336, -0.3544629, -10.6626272, -0.1877894, 0.0855345, 0.2642642, 0.2250023, -19.7999992, 45.0749969, -10.6870232, -3.2595420, -14.8015270, -18.1500015, -34.9500008, 48.0000000, 4.8178067, 42.3644485, -71.0704956, -15.4510012, 0.5210000, 3.9843254, 0.00, 10.00, -3.5587656, 1.1291522, -0.5708124, -0.1990000, -0.4820000, 0.1170000, 1005.6997681, -0.2290956, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
17.8810005, -2.4716601, -0.2778223, -8.0185251, 0.0943943, -0.0511608, -0.0167205, 0.3750038, -20.4000015, 45.2249985, 5.4809160, 4.5725193, 1.2977099, -18.0000000, -35.5500031, 48.1500015, 4.8172388, 42.3644485, -71.0704956, -15.5180006, 0.8570001, 4.3222833, 0.00, 10.00, -3.5587656, 1.1291522, -0.5708124, -0.2070000, -0.8310000, 0.0220000, 1005.6997070, -0.2296013, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
17.9820004, -5.0822320, -2.3806493, -10.0351315, 0.0027312, 0.2312894, 0.2854479, 0.3750038, -20.8499985, 44.4749985, 0.2290076, -11.6106873, -16.0152664, -18.0000000, -36.0000000, 47.4000015, 4.8172388, 42.3644447, -71.0705032, -15.6030006, 1.2210001, 4.3001223, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.4980000, -1.1150000, 0.1040000, 1005.7009277, -0.2194867, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.0830002, -2.6201515, 1.5136524, -13.4456396, -0.0862672, 0.0588882, -0.0183193, 0.2250023, -21.7500000, 44.6250000, -4.8702292, -1.7328244, 1.3893130, -18.1500015, -36.9000015, 47.5500031, 4.8276563, 42.3644447, -71.0705032, -15.6540003, 1.3060001, 4.2563424, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.6410000, -1.1380000, 0.3720000, 1005.7022095, -0.2088664, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.1840000, 2.0309765, 0.0958008, -13.4216890, -0.5639012, 1.3416384, 0.3908338, 1.4250031, -21.0000000, 45.3750000, -32.2366409, -75.2290039, -22.0534344, -16.9500008, -36.1500015, 48.3000031, 4.8276563, 42.3644447, -71.0705032, -15.7500010, 1.8610001, 4.2622557, 0.00, 10.00, -3.5450077, -0.4522498, -0.6916579, -0.8050001, -1.6780001, 0.1320000, 1005.7135010, -0.1153064, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.2849998, -0.4071533, -2.0309765, -7.8077636, -0.0666822, 0.2556707, 0.2561370, 0.0750027, -20.8499985, 45.6750031, -3.7480917, -13.0076332, -14.3358774, -18.3000011, -36.0000000, 48.6000023, 4.8242769, 42.3644447, -71.0705032, -15.7420006, 1.7480000, 4.2519994, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.7940000, -1.5580001, -0.3700000, 1005.7130737, -0.1188465, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.3859997, -1.9687060, 0.2586621, -7.1227880, 0.1125138, -0.2427473, -0.5391202, -0.5249977, -21.2999992, 45.8250046, 6.5190840, 15.5496187, 31.2290077, -18.9000015, -36.4500008, 48.7500038, 4.8242769, 42.3644409, -71.0705032, -15.7270012, 1.4480001, 4.3042040, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.4390000, -1.3790001, -0.7490000, 1005.7240601, -0.0278151, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.4869995, -1.2549902, -1.3076807, -7.2042189, -0.6155949, -0.4223430, -0.1291677, 4.4250031, -20.4000015, 46.7249985, -35.1984749, 25.8396950, 7.7404580, -13.9500008, -35.5500031, 49.6500015, 4.8361092, 42.3644409, -71.0705109, -15.7010012, 1.7810001, 4.2451062, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.8440000, -1.5690001, -0.2970000, 1005.7254639, -0.0161834, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.5879993, -1.8297949, -1.6190332, -8.7561913, -0.2982381, 0.0642175, -0.0049962, 6.6750031, -21.2999992, 45.0749969, -17.0152664, -2.0381680, 0.6259542, -11.7000008, -36.4500008, 48.0000000, 4.8361092, 42.3644409, -71.0705109, -15.7140007, 1.9370000, 4.2464061, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -0.8690000, -1.7310001, -0.0390000, 1005.7031860, -0.2007747, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.6889992, 1.3124708, -4.5074267, -8.9956932, -0.2112381, 0.6063353, 0.5627021, 6.6750031, -21.2999992, 43.8750000, -12.0305347, -33.0992355, -31.9007626, -11.7000008, -36.4500008, 46.8000031, 4.8338561, 42.3644409, -71.0705109, -15.7170010, 1.9560001, 4.1936502, 0.00, 10.00, -4.0460138, -0.5326706, -0.6013798, -1.0490000, -1.6520001, -0.2340000, 1005.7029419, -0.2027977, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.7900009, -1.5376027, -0.8286768, -6.6773143, -0.5124740, 0.4380643, -0.1223729, 3.3750029, -23.5499992, 44.3249969, -29.2900772, -23.4580154, 7.3511453, -15.0000010, -38.7000008, 47.2500000, 4.8338561, 42.3644371, -71.0705185, -15.7690010, 2.0770001, 4.2030997, 0.00, 10.00, -4.2335439, -1.5271448, -0.7972198, -0.9940000, -1.8230001, -0.2610000, 1005.6923218, -0.2907946, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.8910007, -2.4045997, -1.1112890, -9.6231890, 0.0344403, -0.0022649, 0.1079839, 3.8250036, -22.0499992, 43.8750000, 2.0458016, 1.7709924, -5.8473282, -14.5500002, -37.2000008, 46.8000031, 4.8287830, 42.3644371, -71.0705185, -15.7570009, 1.7430000, 4.2837987, 0.00, 10.00, -4.2335439, -1.5271448, -0.7972198, -0.4800000, -1.6750001, -0.4270000, 1005.6917114, -0.2958519, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
18.9920006, 0.5221143, 0.4358935, -12.0038385, -0.2835827, 0.0500949, -0.0934617, 4.8750029, -23.4000015, 43.7249985, -16.1755733, -1.2290076, 5.6946564, -13.5000010, -38.5500031, 46.6500015, 4.8287830, 42.3644371, -71.0705185, -15.8310003, 2.0260000, 4.3133049, 0.00, 11.00, -4.2335439, -1.5271448, -0.7972198, -0.7410001, -1.8860000, 0.1790000, 1005.6682739, -0.4900522, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.0930004, 0.1389111, -5.3600540, -11.8792973, -0.1519502, 0.0642175, -0.4068216, 7.5750036, -20.4000015, 43.2750015, -8.6335878, -2.0381680, 23.6488552, -10.8000002, -35.5500031, 46.2000008, 4.8287830, 42.3644371, -71.0705261, -15.9180012, 2.1840000, 4.3280220, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.7960001, -2.0340002, 0.1310000, 1005.6682739, -0.4900522, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.1940002, -1.9687060, -0.9244775, -7.7790232, 0.0233821, 0.3607902, -0.2145689, 6.6750031, -21.0000000, 43.1250000, 1.4122137, -19.0305347, 12.6335878, -11.7000008, -36.1500015, 46.0500031, 4.8366680, 42.3644371, -71.0705261, -15.9500008, 1.8620001, 4.2692389, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.9280000, -1.6150001, -0.3070000, 1005.6693115, -0.4814548, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.2950001, -1.8154248, 1.6956738, -7.2473288, -0.1151784, -0.0354395, -0.2995704, 4.4250031, -20.0999985, 43.2750015, -6.5267177, 3.6717558, 17.5038166, -13.9500008, -35.2500000, 46.2000008, 4.8366680, 42.3644371, -71.0705261, -15.9350004, 1.7080001, 4.2725224, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.7210000, -1.5480001, -0.3440000, 1005.6907959, -0.3034379, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.3959999, -0.3975732, -1.0106982, -9.2926760, 0.0000666, -0.2515406, 0.1964495, 7.8750038, -18.2999992, 43.1250000, 0.0763359, 16.0534344, -10.9160309, -10.5000000, -33.4500008, 46.0500031, 4.8448410, 42.3644371, -71.0705261, -16.0030003, 1.8150001, 4.2610102, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.8120000, -1.6230000, 0.2140000, 1005.6917725, -0.2953462, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.4969997, -2.5435109, -1.7004639, -13.4073191, 0.3388737, 0.0234487, -0.1732672, 5.6250029, -19.6500015, 42.9749985, 19.4885502, 0.2977099, 10.2671757, -12.7500010, -34.8000031, 45.9000015, 4.8448410, 42.3644371, -71.0705261, -16.0460014, 2.0770001, 4.2420716, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.9660000, -1.8380001, 0.4030000, 1005.6772461, -0.4157099, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.5979996, 2.7925930, 0.1820215, -8.8136721, -0.4650437, 0.5995405, 0.5600375, 5.4750032, -19.0499992, 43.5749969, -26.5725193, -32.7099228, -31.7480907, -12.9000006, -34.2000008, 46.5000000, 4.8459678, 42.3644371, -71.0705261, -16.0820007, 2.0600002, 4.2859774, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.7650000, -1.9120001, 0.0330000, 1005.6774292, -0.4141927, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.6989994, -3.3865576, -2.1124072, -6.8784962, -0.0654832, 0.0150551, -0.2821171, 5.1750031, -17.8499985, 42.5250015, -3.6793892, 0.7786260, 16.5038166, -13.2000008, -33.0000000, 45.4500008, 4.8459678, 42.3644333, -71.0705261, -16.0680008, 1.9890001, 4.3343506, 0.00, 11.00, -4.5662675, -2.0982547, -1.2486105, -0.6310000, -1.8860000, -0.4010000, 1005.6848145, -0.3529994, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.7999992, -1.3939015, 0.2826123, -9.8483200, -0.1471539, -0.2522067, 0.0790727, 4.2750034, -18.2999992, 44.6250000, -8.3587790, 16.0916023, -4.1908398, -14.1000004, -33.4500008, 47.5500031, 4.8403354, 42.3644333, -71.0705338, -16.1290016, 1.6590000, 4.3523293, 0.00, 11.00, -4.4540792, -2.4253807, -1.6097231, -0.5610000, -1.5610001, -0.2310000, 1005.6841431, -0.3585624, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
19.9009991, 0.0335303, 0.4454736, -10.1165628, -0.5052795, 0.2259602, 0.1254372, 6.3750038, -18.5999985, 44.0250015, -28.8778629, -11.3053436, -6.8473282, -12.0000000, -33.7500000, 46.9500008, 4.8403354, 42.3644333, -71.0705338, -16.1740017, 2.1410000, 4.3297763, 0.00, 11.00, -4.4540792, -2.4253807, -1.6097231, -0.8230000, -1.9760001, 0.1100000, 1005.6634521, -0.5300049, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.0020008, -0.8957373, -0.3496729, -14.2168360, 0.0638844, 0.2752557, -0.2109717, 6.0750036, -19.6500015, 43.7249985, 3.7328243, -14.1297712, 12.4274807, -12.3000002, -34.8000031, 46.6500015, 4.8445616, 42.3644333, -71.0705338, -16.2340012, 2.2460001, 4.3200984, 0.00, 11.00, -4.4540792, -2.4253807, -1.6097231, -0.8820000, -2.0650001, 0.1120000, 1005.6640015, -0.5254533, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.1030006, -0.3113526, -1.1927197, -8.3298779, 0.2773208, 0.5848852, 0.1598109, 5.7750034, -17.2500000, 45.0749969, 15.9618320, -31.8702297, -8.8167934, -12.6000004, -32.4000015, 48.0000000, 4.8445616, 42.3644295, -71.0705414, -16.3140011, 1.8640001, 4.3211541, 0.00, 11.00, -4.6086040, -3.5160935, -1.1888998, -0.7080000, -1.7240001, -0.0870000, 1005.6734619, -0.4470651, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.2040005, -2.0597167, -0.1580713, -6.5719333, -0.1042534, 0.1554808, -0.2208308, 4.4250031, -16.3500023, 45.2249985, -5.9007635, -7.2671757, 12.9923668, -13.9500008, -31.5000019, 48.1500015, 4.8431473, 42.3644295, -71.0705414, -16.3620014, 1.6590000, 4.3072462, 0.00, 11.00, -4.6086040, -3.5160935, -1.1888998, -0.6810001, -1.5130001, -0.2290000, 1005.6732178, -0.4490881, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.3050003, -1.5902929, -1.4178517, -7.3910303, -0.2089732, -0.0664824, 0.3166240, 5.6250029, -18.1500015, 44.7750015, -11.9007635, 5.4503818, -17.8015270, -12.7500010, -33.3000031, 47.7000008, 4.8431473, 42.3644295, -71.0705414, -16.4260006, 1.8220001, 4.2578635, 0.00, 10.00, -4.6086040, -3.5160935, -1.1888998, -0.8520001, -1.6100001, -0.0060000, 1005.6779175, -0.4101469, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.4060001, 0.5364844, 1.5088624, -14.0443945, 0.0458982, -0.0571562, 0.1849916, 5.1750031, -18.1500015, 46.4250031, 2.7022901, 4.9160304, -10.2595415, -13.2000008, -33.3000031, 49.3500023, 4.8468146, 42.3644295, -71.0705490, -16.5020008, 2.0210001, 4.2518444, 0.00, 10.00, -4.9693742, -4.0054216, -1.5500124, -0.9070001, -1.8060001, 0.4570000, 1005.6782837, -0.4071125, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.5070000, 1.6429833, -1.6573535, -12.6840229, 0.2281585, 0.3276156, 0.5821539, 5.0250034, -17.2500000, 46.1250000, 13.1450386, -17.1297703, -33.0152664, -13.3500004, -32.4000015, 49.0500031, 4.8468146, 42.3644257, -71.0705490, -16.5400009, 2.1260002, 4.2766442, 0.00, 10.00, -4.8522277, -4.3470049, -1.2041833, -0.8470001, -1.9500000, 0.2630000, 1005.6708374, -0.4688115, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.6079998, -2.1171973, -0.7041358, -8.2628174, 0.1507511, 0.2560704, -0.2966394, 4.2750034, -16.0499992, 44.6250000, 8.7099237, -13.0305347, 17.3358784, -14.1000004, -31.2000008, 47.5500031, 4.8622966, 42.3644257, -71.0705490, -16.5540009, 1.9960001, 4.2768025, 0.00, 10.00, -4.8522277, -4.3470049, -1.2041833, -0.8420001, -1.8100001, -0.2910000, 1005.6727905, -0.4526282, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.7089996, -1.5807128, 2.2656884, -8.2197065, -0.0882657, -0.1044533, 0.1471539, 2.4750032, -18.9000015, 44.0250015, -4.9847326, 7.6259542, -8.0916033, -15.9000006, -34.0500031, 46.9500008, 4.8622966, 42.3644257, -71.0705566, -16.6350002, 1.6680001, 4.3237233, 0.00, 10.00, -4.5998039, -5.0830383, -2.0166869, -0.5430000, -1.5770000, -0.2140000, 1005.6849365, -0.3519880, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.8099995, -0.6418653, -0.2299219, -8.8519926, 0.0513606, -0.3697167, 0.1865904, 3.6750031, -19.6500015, 45.9749985, 3.0152671, 22.8244267, -10.3511448, -14.7000008, -34.8000031, 48.9000015, 4.8549790, 42.3644257, -71.0705566, -16.6770000, 1.9160001, 4.3268824, 0.00, 10.00, -4.5998039, -5.0830383, -2.0166869, -0.7160000, -1.7770001, 0.1970000, 1005.6840820, -0.3590682, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
20.9109993, -1.5280225, 2.7159524, -15.4382954, -0.0145888, -0.2251608, -0.3448691, 6.0750036, -20.4000015, 44.0250015, -0.7633588, 14.5419846, 20.0992374, -12.3000002, -35.5500031, 46.9500008, 4.8549790, 42.3644218, -71.0705566, -16.7000008, 2.2970002, 4.2872386, 0.00, 10.00, -4.5998039, -5.0830383, -2.0166869, -1.0050000, -2.0660000, 0.3770000, 1005.6688232, -0.4855006, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.0119991, 1.5950830, 0.0958008, -9.9010105, 0.3836393, -0.0038637, 0.0967925, 5.4750032, -18.7500000, 45.8250046, 22.0534344, 1.8625954, -5.2061067, -12.9000006, -33.9000015, 48.7500038, 4.8572321, 42.3644218, -71.0705643, -16.7400017, 2.1330001, 4.3162880, 0.00, 10.00, -4.5998039, -5.0830383, -2.0166869, -0.7480000, -1.9970001, 0.0540000, 1005.6690674, -0.4834777, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.1840000, -0.7903564, -0.6849756, -6.5719333, 0.1548813, -0.4376646, -0.0935949, 4.2750034, -19.7999992, 45.0749969, 8.9465647, 26.7175579, 5.7022901, -14.1000004, -34.9500008, 48.0000000, 4.8577909, 42.3644218, -71.0705643, -16.8020000, 1.9110001, 4.3016834, 0.00, 10.00, -4.5717568, -5.1648197, -2.1069651, -0.7950000, -1.7380000, -0.2970000, 1005.6781006, -0.4086297, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.2849998, -0.4454736, -0.5795947, -11.1847420, 0.0704127, -0.2204977, 0.0832029, 4.4250031, -18.1500015, 44.7750015, 4.1068702, 14.2748089, -4.4274807, -13.9500008, -33.3000031, 47.7000008, 4.8577909, 42.3644180, -71.0705643, -16.8420010, 2.1490002, 4.3004560, 0.00, 10.00, -4.3655105, -5.7662048, -1.3250289, -0.8330001, -1.9810001, 0.2990000, 1005.6667480, -0.5026954, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.3859997, -1.1400293, -2.2082081, -12.2672911, 0.3829732, -0.8795927, -0.0067282, 4.8750029, -18.9000015, 45.9749985, 22.0152664, 52.0381660, 0.7251908, -13.5000010, -34.0500031, 48.9000015, 4.8639908, 42.3644180, -71.0705643, -16.9280014, 2.1810000, 4.2652183, 0.00, 10.00, -4.3655105, -5.7662048, -1.3250289, -1.0090001, -1.9340001, 0.3500000, 1005.6674805, -0.4966267, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.4869995, -1.2358301, 1.2022998, -6.9838767, 0.1053193, 0.2042435, -0.3240850, 6.6750031, -20.5499992, 45.8250046, 6.1068702, -10.0610685, 18.9083977, -11.7000008, -35.7000008, 48.7500038, 4.8639908, 42.3644180, -71.0705643, -16.9600010, 2.0360000, 4.2245646, 0.00, 10.00, -4.3655105, -5.7662048, -1.3250289, -1.0350001, -1.7540001, -0.2610000, 1005.6831055, -0.3671598, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.5879993, -2.1219873, 0.8478369, -6.0593996, 0.2000467, -0.3229525, 0.0665490, 5.6250029, -19.6500015, 44.7750015, 11.5343513, 20.1450386, -3.4732823, -12.7500010, -34.8000031, 47.7000008, 4.8642702, 42.3644180, -71.0705643, -16.9230003, 1.8880001, 4.2536192, 0.00, 10.00, -4.3655105, -5.7662048, -1.3250289, -0.7870001, -1.7170001, -0.5260000, 1005.6831055, -0.3671598, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.6889992, -1.0777588, 1.5615529, -9.2399855, -0.1115812, -0.0810046, 0.0265796, 6.9750032, -21.0000000, 44.6250000, -6.3206105, 6.2824426, -1.1832061, -11.4000006, -36.1500015, 47.5500031, 4.8642702, 42.3644180, -71.0705719, -16.9830017, 1.9740001, 4.2373247, 0.00, 10.00, -5.0870519, -6.7448611, -2.0472541, -0.9320000, -1.7400001, 0.2060000, 1005.6636963, -0.5279819, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.7900009, -2.2465284, 1.0873389, -17.2249813, 0.0899977, -0.4832297, -0.5647006, 6.2250032, -21.2999992, 44.3249969, 5.2290077, 29.3282452, 32.6946564, -12.1500006, -36.4500008, 47.2500000, 4.8749757, 42.3644142, -71.0705719, -17.0260010, 2.3390002, 4.2808127, 0.00, 10.00, -5.0870519, -6.7448611, -2.0472541, -0.9150000, -2.1530001, 0.4410000, 1005.6649780, -0.5173616, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
21.8910007, 1.7627343, 1.5328126, -10.0782433, 0.3893683, 0.1789296, 0.1026547, 5.7750034, -22.0499992, 44.6250000, 22.3816795, -8.6106873, -5.5419846, -12.6000004, -37.2000008, 47.5500031, 4.8749757, 42.3644142, -71.0705719, -17.0440006, 2.2770002, 4.2491555, 0.00, 10.00, -5.0870519, -6.7448611, -2.0472541, -1.0730001, -2.0090001, -0.1510000, 1005.6704712, -0.4718459, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
