================================ Starting Log Protobuf =================================
Current Time: 2021-11-9 22:7:44
Time (ms), Acc x (m/s^2), Acc y (m/s^2), Acc z (m/s^2), Gyr (rad/s) x, Gyr (rad/s) y, Gyr (rad/s) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, rawGyr (deg/s) x, rawGyr (deg/s) y, rawGyr (deg/s) z, rawMag (uT) x, rawMag (uT) y, rawMag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, N_GPS, E_GPS, D_GPS, Pressure (hPa), Alt_baro, Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux Mode, N_est, E_est, D_est, u_est, v_est, w_est, q1_est, q2_est, q3_est, q4_est, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg)
3.4470000, -1.3124708, 0.1916016, -9.7189894, -0.0021983, -0.0161210, 0.0356394, -0.1500015, 9.2999992, 32.0250015, -0.0534351, 2.5648854, -1.7022901, -14.7000008, -10.5000000, 41.7000008, 11.0228844, 42.3646240, -71.0677948, -10.7700005, 0.0080000, 5.5583105, 0.00, 9.00, 3.7832274, -1.7832265, -0.1513814, 1015.7765503, 0.0500730, 0, 0, 0, 0, 0, 0, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
3.5480001, -1.2885206, 0.1341211, -9.7812595, 0.0407021, -0.0009326, 0.0064617, -2.5500011, 8.2499990, 31.2749996, 2.4045801, 1.6946565, -0.0305344, -17.1000004, -11.5500002, 40.9500008, 11.0228844, 42.3646317, -71.0678024, -12.3900003, 0.0310000, 5.5583105, 0.00, 9.00, 5.9274950, -1.8703578, -0.9638764, 1015.7761841, 0.0470686, 0, 0, 0, 0, 0, 0, -0.0133725, -0.0595603, -0.0004136, 0.9981351, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
3.6489999, -1.3795314, 0.1437012, -9.6902494, -0.0064617, 0.0235819, -0.0458982, -0.6000013, 7.7999992, 33.2249985, -0.2977099, 0.2900763, 2.9694657, -15.1500006, -12.0000000, 42.9000015, 11.0335894, 42.3646355, -71.0678024, -13.5890007, 0.0650000, 5.5583105, 0.00, 9.00, 6.6017628, -2.2950504, -0.8888754, 1015.7775269, 0.0580846, 0, 0, 0, 0, 0, 0, -0.0170187, -0.0679628, 0.0015860, 0.9975414, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
3.7500000, -1.2981007, 0.1724414, -9.7812595, 0.0053959, -0.0337075, -0.0024648, -0.6000013, 8.5499992, 33.5250015, 0.3816794, 3.5725191, 0.4809160, -15.1500006, -11.2500000, 43.2000008, 11.0335894, 42.3646393, -71.0678101, -14.7880011, 0.0150000, 5.5583105, 0.00, 8.00, 7.9783478, -3.2262168, -0.8291500, 1015.7763062, 0.0480700, 0, 0, 0, 0, 0, 0, -0.0161404, -0.0653472, 0.0073157, 0.9977052, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
3.8510001, -1.2933106, 0.1149609, -9.7860498, -0.0119242, -0.0051960, 0.0061952, -1.3500013, 8.9999990, 32.0250015, -0.6106870, 1.9389313, -0.0152672, -15.9000006, -10.8000002, 41.7000008, 11.0259838, 42.3646431, -71.0678177, -15.5400009, 0.0430000, 5.5583105, 0.00, 8.00, 9.0034485, -3.1326609, -1.8069234, 1015.7753906, 0.0405591, 0, 0, 0, 0, 0, 0, -0.0119383, -0.0625383, 0.0062010, 0.9979519, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
3.9519999, -1.2741505, 0.0574805, -9.7908401, 0.0108583, -0.0219832, -0.0037971, 0.7499990, 8.3999987, 33.3750000, 0.6946565, 2.9007633, 0.5572519, -13.8000002, -11.4000006, 43.0500031, 11.0259838, 42.3646507, -71.0678253, -17.4290009, 0.0240000, 5.5583105, 0.00, 8.00, 10.8199768, -3.8053720, -2.3638628, 1015.7739258, 0.0285416, 0, 0, 0, 0, 0, 0, -0.0129215, -0.0673586, 0.0104503, 0.9975904, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.0530000, -1.3699512, 0.0574805, -9.7189894, -0.0009992, -0.0143890, 0.0217833, -0.1500015, 8.9999990, 33.2249985, 0.0152672, 2.4656489, -0.9083970, -14.7000008, -10.8000002, 42.9000015, 11.0310488, 42.3646507, -71.0678253, -17.4290009, 0.0240000, 5.5583105, 0.00, 8.00, 10.8199768, -3.8053720, -2.3638628, 1015.7744751, 0.0330482, 0, 0, 0, 0, 0, 0, -0.0109625, -0.0685824, 0.0097735, 0.9975374, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.1539998, -1.3603712, -0.0095801, -9.7860498, 0.0149885, 0.0093262, -0.0281784, -0.7500010, 8.8499985, 32.6250000, 0.9312977, 1.1068702, 1.9541985, -15.3000002, -10.9500008, 42.3000031, 11.0310488, 42.3646545, -71.0678253, -18.3960018, 0.0160000, 5.5583105, 0.00, 9.00, 11.9391441, -3.9860587, -2.1985843, 1015.7748413, 0.0360525, 0, 0, 0, 0, 0, 0, -0.0085607, -0.0665347, 0.0042220, 0.9977385, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.2550001, -1.3939015, 0.1149609, -9.7620993, 0.0137894, -0.0246478, -0.0497619, -0.6000013, 8.9999990, 32.7750015, 0.8625954, 3.0534351, 3.1908398, -15.1500006, -10.8000002, 42.4500008, 11.0361223, 42.3646584, -71.0678253, -18.7550011, 0.0230000, 5.5583105, 0.00, 9.00, 12.5853605, -4.3289704, -2.0333064, 1015.7754517, 0.0410598, 0, 0, 0, 0, 0, 0, -0.0123353, -0.0682792, 0.0052999, 0.9975759, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
4.3559999, -1.3507911, 0.1245410, -9.8004198, 0.0203178, -0.0277121, 0.0151217, 0.4499989, 8.8499985, 32.1750031, 1.2366412, 3.2290077, -0.5267175, -14.1000004, -10.9500008, 41.8500023, 11.0361223, 42.3646545, -71.0678253, -18.8400002, 0.0140000, 5.5583105, 0.00, 9.00, 12.5853605, -4.3289704, -2.0333064, 1015.7754517, 0.0410598, 0, 0, 0, 0, 0, 0, -0.0127438, -0.0685774, 0.0118929, 0.9974934, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0.0000000, 0, 0, 0, 0
