================================ Starting Log =================================
Current Time: 2021-5-19 0:19:51.700
Time (ms), Scaled. Acc x (mg), Scaled. Acc y (mg), Scaled. Acc z (mg), Gyr (DPS) x, Gyr (DPS) y, Gyr (DPS) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, Pressure (hPa), Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux ModeN, E, D, u, v, w, q1, q2, q3, q4, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg), 
1361,  00000.00,  00000.00,  00000.00,  00000.00,  00000.00,  00000.00,  00000.00,  00000.00,  00000.00,  00020.94, 423057723, -711628006, 18794, 3656, 334946, 3.42, 9, stuff, 180.00, 88.20, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1390,  00056.64, -00161.62,  01057.62, -00005.92, -00009.79, -00014.79,  00036.00, -00034.05,  00066.30,  00023.43, 423057723, -711628006, 18794, 3656, 334946, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1430,  00039.06, -00123.05,  00980.47, -00012.95, -00011.59, -00006.30,  00035.55, -00034.05,  00066.75,  00023.81, 423057723, -711628006, 18794, 3656, 495433, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1470,  00072.27, -00057.13,  01218.75, -00014.83, -00008.97,  00003.40,  00036.45, -00034.05,  00067.50,  00023.76, 423057765, -711627992, 18585, 3742, 495433, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.90, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1510, -00146.48,  00065.43,  00856.45, -00019.80, -00014.60,  00011.36,  00035.55, -00036.00,  00067.20,  00023.81, 423057765, -711627992, 18585, 3742, 639214, 3.42, 9, stuff, 180.00, 89.10, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1550, -00050.29,  00039.55,  00918.95, -00009.66, -00017.29,  00019.06,  00033.45, -00033.90,  00067.65,  00023.62, 423057824, -711627975, 18088, 4062, 639214, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1590, -00086.43,  00103.03,  00852.54, -00000.83, -00014.61,  00019.05,  00034.20, -00034.95,  00067.35,  00023.76, 423057824, -711627975, 18088, 4062, 639214, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1637, -00131.84, -00107.42,  01092.29,  00008.54, -00029.23,  00016.90,  00032.85, -00034.50,  00066.30,  00023.43, 423057890, -711627957, 17264, 4329, 766292, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1670, -00163.09, -00252.93,  01271.48,  00001.45, -00030.62,  00011.87,  00033.00, -00033.90,  00067.65,  00023.57, 423057890, -711627957, 17264, 4329, 766292, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1710, -00036.62, -00157.71,  01151.37, -00008.80, -00016.66,  00009.78,  00031.35, -00034.20,  00067.65,  00023.81, 423057890, -711627957, 17054, 4343, 674182, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1751,  00223.63,  00038.57,  01239.26, -00015.18,  00001.85,  00020.04,  00030.60, -00033.90,  00068.85,  00023.57, 423057934, -711627957, 17054, 4343, 674182, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1790,  00163.09,  00157.23,  01125.98, -00017.92,  00022.25,  00024.24,  00031.95, -00034.80,  00068.25,  00023.76, 423057934, -711627957, 17054, 4343, 674182, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1837,  00104.00,  00166.99,  00914.55, -00007.40,  00013.83,  00022.73,  00031.35, -00034.65,  00068.40,  00023.62, 423057970, -711627965, 16670, 4071, 460835, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1870,  00121.58,  00104.98,  00977.54,  00003.36,  00001.92,  00016.79,  00032.25, -00034.95,  00068.10,  00023.76, 423057970, -711627965, 16670, 4071, 460835, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1910, -00030.27,  00025.39,  00918.95,  00005.37, -00017.12,  00001.40,  00032.25, -00032.40,  00066.75,  00023.57, 423057970, -711627969, 16594, 3935, 253323, 3.42, 9, stuff, 180.00, 89.10, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1950,  00039.55,  00028.81,  01047.85,  00019.86, -00023.12, -00005.46,  00032.55, -00033.45,  00068.85,  00023.43, 423058003, -711627969, 16594, 3935, 253323, 3.42, 9, stuff, 179.10, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
1990,  00087.89, -00155.76,  01183.59,  00018.03, -00017.89, -00008.45,  00030.75, -00033.00,  00069.45,  00023.57, 423058003, -711627969, 16594, 3935, 253323, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2030,  00068.85, -00104.00,  01172.36,  00020.18, -00022.31, -00010.56,  00030.75, -00033.00,  00069.00,  00023.67, 423058003, -711627969, 16594, 3935, 253323, 3.42, 9, stuff, 180.00, 89.10, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2071,  00130.86,  00017.58,  00998.54,  00019.70, -00018.94, -00008.15,  00031.20, -00033.75,  00069.45,  00023.67, 423058038, -711627971, 16477, 3872, 114032, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2110,  00127.44,  00096.68,  01014.16,  00026.84, -00008.55, -00007.77,  00030.60, -00031.95,  00069.60,  00023.81, 423058038, -711627971, 16477, 3872, 114032, 3.42, 9, stuff, 180.00, 89.10, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2151,  00019.53,  00001.95,  00990.72,  00024.15,  00001.84, -00016.93,  00028.35, -00032.25,  00068.25,  00023.33, 423058070, -711627936, 16347, 3709, 747341, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2190, -00018.55,  00008.79,  00865.72,  00018.44,  00006.44, -00020.60,  00028.80, -00030.30,  00069.75,  00023.67, 423058070, -711627936, 16347, 3709, 747341, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2230,  00027.34,  00063.96,  01048.83,  00012.75,  00011.49, -00022.88,  00029.55, -00031.05,  00070.20,  00023.43, 423058070, -711627936, 15954, 3614, 1609244, 3.42, 9, stuff, 179.10, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2270,  00004.88,  00066.89,  01032.71,  00012.02,  00012.36, -00021.84,  00030.45, -00031.05,  00070.20,  00023.62, 423058106, -711627893, 15954, 3614, 1609244, 3.42, 9, stuff, 180.00, 89.10, 93.60, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2310,  00072.75, -00013.18,  00930.66,  00009.12,  00007.27, -00025.16,  00030.00, -00031.50,  00070.20,  00023.67, 423058106, -711627865, 15667, 3825, 2095017, 3.42, 9, stuff, 180.00, 90.00, 93.60, 89.10, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2350,  00005.37,  00058.11,  01150.88,  00003.47,  00003.94, -00014.46,  00028.65, -00030.15,  00070.05,  00023.67, 423058152, -711627865, 15667, 3825, 2095017, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2391, -00016.11,  00048.83,  00939.45,  00006.03, -00005.62, -00010.24,  00030.15, -00030.45,  00070.05,  00023.67, 423058152, -711627865, 15667, 3825, 2095017, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2430, -00063.96, -00093.75,  00870.61,  00001.21, -00015.77, -00002.35,  00029.55, -00029.55,  00069.75,  00023.81, 423058152, -711627865, 15667, 3825, 2196412, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2470, -00065.92, -00058.11,  00927.25, -00002.86, -00015.10,  00003.17,  00028.80, -00031.50,  00069.00,  00023.67, 423058198, -711627846, 15400, 3919, 2196412, 3.42, 9, stuff, 180.00, 89.10, 93.60, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2510, -00009.77, -00087.40,  00904.30, -00011.27, -00014.15,  00004.02,  00027.75, -00030.15,  00071.10,  00023.67, 423058198, -711627828, 15157, 4125, 2052065, 3.42, 9, stuff, 180.00, 90.00, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
2550,  00084.96, -00083.50,  00989.26, -00014.76, -00005.91,  00006.81,  00028.35, -00030.75,  00071.25,  00023.57, 423058250, -711627828, 15157, 4125, 2052065, 3.42, 9, stuff, 180.00, 89.10, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
