================================ Starting Log =================================
Current Time: 0-0-0 0:0:0.000
Time (ms), Scaled. Acc x (mg), Scaled. Acc y (mg), Scaled. Acc z (mg), Gyr (DPS) x, Gyr (DPS) y, Gyr (DPS) z, Mag (uT) x, Mag (uT) y, Mag (uT) z, Tmp (C), Lat, Lon, Alt (mm), Speed (mm/s), Heading (degrees * 10^-5), pDOP, SIV, Pressure (hPa), Reciever Throttle Val (0-180), Reciever Aileron Servo (deg), Reciever Elevator Servo (deg), Reciever Rudder Servo (deg), Auto Mode (deg), Aux ModeN, E, D, u, v, w, q1, q2, q3, q4, Servo Throttle Val (0-180), Servo Aileron Servo (deg), Servo Elevator Servo (deg), Servo Rudder Servo (deg), 
10718, -00049.32, -00031.25,  01013.67, -00003.33,  00000.05,  00002.76,  00030.45, -00027.75,  00070.50,  00023.43, 423061450, -711633132, 29631, 45, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10754, -00040.53,  00000.00,  00998.05, -00002.07,  00002.95,  00002.30,  00026.55, -00025.95,  00070.35,  00023.43, 423061452, -711633132, 29638, 7, 18665127, 1.72, 11, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10795, -00020.02, -00021.48,  01024.90, -00001.24,  00000.76,  00000.48,  00026.85, -00026.55,  00070.95,  00023.57, 423061452, -711633132, 29638, 7, 18665127, 1.72, 11, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10834, -00019.04, -00013.18,  01005.37, -00000.88,  00003.61, -00000.58,  00027.45, -00025.95,  00070.80,  00023.43, 423061452, -711633132, 29638, 7, 18665127, 1.72, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10874, -00010.25, -00008.30,  01013.18,  00000.37,  00002.92,  00001.37,  00028.65, -00028.65,  00070.80,  00023.14, 423061452, -711633132, 29659, 22, 18665127, 1.78, 10, stuff, 0.90, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 94.50, 90.00
10914,  00018.07, -00005.86,  00989.26,  00001.53,  00000.53, -00000.32,  00028.05, -00027.30,  00070.50,  00023.29, 423061452, -711633132, 29659, 22, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10960, -00005.86, -00006.35,  01014.65, -00000.95, -00000.24, -00001.23,  00027.15, -00028.50,  00070.95,  00023.33, 423061453, -711633132, 29665, 36, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
10994, -00026.37, -00006.35,  01027.34,  00000.25,  00002.25,  00000.02,  00028.05, -00027.00,  00070.50,  00023.57, 423061453, -711633132, 29665, 36, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11034, -00027.83,  00000.98,  01020.51, -00001.66,  00002.24,  00000.55,  00028.05, -00026.25,  00070.50,  00023.48, 423061454, -711633133, 29676, 32, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11074, -00014.65,  00001.46,  01007.81, -00000.05,  00002.73, -00000.82,  00028.65, -00026.40,  00070.80,  00023.33, 423061454, -711633133, 29676, 32, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11114, -00034.18, -00006.84,  01024.90, -00000.65,  00001.05, -00000.88,  00029.25, -00028.05,  00072.45,  00023.43, 423061454, -711633133, 29676, 32, 18665127, 1.78, 10, stuff, 0.00, 90.00, 93.60, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 93.60, 90.00
11160, -00014.16,  00012.21,  01022.95, -00001.48,  00001.14,  00000.60,  00028.80, -00027.00,  00071.25,  00023.48, 423061455, -711633132, 29696, 34, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11194, -00027.83,  00004.88,  00985.84, -00001.37,  00000.60,  00000.18,  00027.45, -00027.45,  00071.10,  00023.43, 423061455, -711633132, 29696, 34, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11234, -00014.65, -00016.60,  01034.18, -00001.35,  00002.74, -00001.31,  00029.85, -00027.45,  00071.55,  00023.57, 423061457, -711633132, 29695, 11, 18665127, 1.78, 10, stuff, 0.00, 88.20, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 88.20, 94.50, 90.00
11274, -00018.55, -00005.37,  01022.46, -00000.05,  00003.48,  00000.46,  00029.25, -00027.00,  00072.00,  00023.43, 423061457, -711633132, 29695, 11, 18665127, 1.78, 10, stuff, 0.90, 90.00, 93.60, 90.90, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 93.60, 90.90
11314, -00018.55,  00001.95,  01014.16, -00000.22,  00001.31, -00002.95,  00029.25, -00028.50,  00072.00,  00023.29, 423061457, -711633132, 29695, 11, 18665127, 1.78, 10, stuff, 0.90, 90.00, 93.60, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 93.60, 90.00
11354, -00012.21, -00002.44,  01019.04,  00000.72,  00000.03, -00000.47,  00029.55, -00027.30,  00070.50,  00023.57, 423061457, -711633133, 29713, 29, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11394, -00025.88, -00008.30,  01006.35, -00000.34, -00001.66,  00000.59,  00028.80, -00026.55,  00070.20,  00023.33, 423061457, -711633133, 29713, 29, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11435, -00013.18,  00011.72,  01014.65, -00001.58, -00001.55, -00002.09,  00028.65, -00027.15,  00072.30,  00023.57, 423061457, -711633132, 29726, 43, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11474, -00025.88, -00007.32,  01018.07, -00000.96,  00001.99, -00000.05,  00029.85, -00027.15,  00071.85,  00023.33, 423061459, -711633132, 29726, 43, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11514, -00022.95, -00007.32,  01008.79,  00000.47,  00001.55,  00001.20,  00029.40, -00027.15,  00070.80,  00023.33, 423061459, -711633132, 29726, 43, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11560, -00021.00,  00012.21,  01038.09, -00001.20,  00000.28, -00001.37,  00028.65, -00027.90,  00071.10,  00023.43, 423061460, -711633133, 29731, 12, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11594, -00023.93,  00008.30,  01003.91,  00000.95,  00002.21, -00002.47,  00030.00, -00025.80,  00071.25,  00023.33, 423061460, -711633133, 29731, 12, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11634, -00010.74, -00002.44,  01020.02, -00000.11,  00000.82, -00003.44,  00028.05, -00027.00,  00070.95,  00023.57, 423061461, -711633133, 29739, 31, 18665127, 1.78, 10, stuff, 0.00, 90.90, 94.50, 90.00, 1, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 90.00, 90.00
11674, -00017.58, -00008.79,  01021.00, -00000.13,  00002.06,  00002.18,  00028.05, -00028.50,  00071.70,  00023.57, 423061461, -711633133, 29739, 31, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
11714, -00034.18, -00006.84,  01002.44, -00001.12,  00005.81,  00000.12,  00028.65, -00028.65,  00072.30,  00023.33, 423061461, -711633133, 29739, 31, 18665127, 1.78, 10, stuff, 0.90, 90.00, 94.50, 90.90, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.90, 90.00, 94.50, 90.90
11760, -00028.81,  00008.30,  01016.60, -00000.23,  00003.81,  00000.07,  00028.95, -00026.40,  00071.55,  00023.33, 423061462, -711633133, 29758, 15, 18665127, 1.78, 10, stuff, 0.00, 90.00, 94.50, 90.00, 0, 2, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 10.00, 0.00, 90.00, 94.50, 90.00
